author_name,author_id,gender,affiliation,seniority,nb_publi,pub_rate,first_author_por,avg_coauthor
Ming Zhang,2697,,Peking University School of Electronics Engineering and Computer Science Beijing China,17,143,8.41,8,4.59
Volker Tresp,2698,male,Ludwig Maximilian University of Munich Germany,29,176,6.07,20,3.73
Hans-Peter Kriegel,2699,male,Ludwig Maximilian University of Munich Germany,44,416,9.45,28,4.06
Valeria Fionda,2700,female,,12,45,3.75,89,2.67
Giuseppe Pirro,2701,male,University of Calabria Cosenza Italy,13,69,5.31,28,2.78
Viktor K. Prasanna,2702,male,University of Southern California Los Angeles USA,35,655,18.71,7,3.05
Yusuke Yamamoto,2703,male,,20,27,1.35,59,4.15
N. Asokan,2704,,Aalto University Department of Computer Science and Engineering,25,189,7.56,14,4.18
Elie Bursztein,2705,male,Google,12,49,4.08,41,5.65
Chinmay Soman,2706,,,8,4,0.5,0,12.5
Mrinmaya Sachan,2707,,,8,26,3.25,69,3.85
Danish Contractor,2708,,,9,23,2.56,43,4.91
Tanveer A. Faruquie,2709,male,Capital One NY USA,19,47,2.47,30,4.38
L. Venkata Subramaniam,2710,,IBM India Research Lab,20,99,4.95,8,4.41
Wangqun Lin,2711,,,8,8,1.0,38,5.0
Xiangnan Kong,2712,male,Worcester Polytechnic Institute USA,9,97,10.78,18,4.3
Philip S. Yu,2713,male,University of Illinois at Chicago,38,1278,33.63,5,3.96
Quanyuan Wu,2714,,,27,77,2.85,0,3.97
Yan Jia,2715,male,National University of Defense Technology College of Computer Changsha China,17,131,7.71,4,4.32
Chuan Li,2716,,,17,86,5.06,28,4.81
Jaimie Yejean Park,2717,female,,7,6,0.86,83,4.0
Brendan Lucier,2718,male,University of Toronto Canada,15,117,7.8,19,3.7
Renato Paes Leme,2719,male,,13,70,5.38,17,3.36
Benjamin Moseley,2720,male,,11,88,8.0,7,3.81
Iftah Gamzu,2721,,,12,45,3.75,38,3.11
Makoto P. Kato,2722,male,Kyoto University Japan,11,53,4.82,40,4.66
Tetsuya Sakai,2723,male,Waseda University Japan,21,196,9.33,53,3.67
Bahman Bahmani,2724,male,,14,18,1.29,89,3.22
Erez Shmueli,2725,male,,15,41,2.73,28,4.73
Amit Kagian,2726,male,,13,9,0.69,11,5.44
Ping Luo,2727,male,Chinese Academy of Sciences Institute of Computing Technology Beijing China,15,89,5.93,16,5.22
Zhigang Wang,2728,,,18,107,5.94,36,4.43
Gianluca Demartini,2729,male,University of Queensland Australia,13,95,7.31,33,4.28
Djellel Eddine Difallah,2730,,,8,23,2.88,43,4.3
Richard S. Zemel,2731,male,University of Toronto Canada,30,171,5.7,11,3.81
Zhen Liao,2732,,,11,10,0.91,60,5.9
Yalou Huang,2733,,,26,71,2.73,1,4.65
Greg Ver Steeg,2734,male,,10,69,6.9,41,3.55
Aram Galstyan,2735,male,University of Southern California Los Angeles USA,18,127,7.06,15,3.61
Itamar Rosenn,2736,male,,10,7,0.7,0,4.14
Sayan Ranu,2737,male,IIT Delhi India,10,42,4.2,28,3.52
Patrick Hummel,2738,male,,11,28,2.55,68,1.71
George Varghese,2739,male,University of California San Diego USA,32,179,5.59,14,3.61
Hongning Wang,2740,,,11,63,5.73,22,4.08
Thomas Lin,2741,male,,17,26,1.53,54,4.19
Robert West,2742,male,EPFL Switzerland,10,48,4.8,40,3.81
Marcelo Arenas,2743,male,,21,155,7.38,77,3.75
Jorge Perez,2744,male,Universidad de Chile Santiago Chile,13,53,4.08,17,3.13
Christina Unger,2745,female,,9,46,5.11,26,4.15
Lorenz Buhmann,2746,male,,9,28,3.11,25,5.82
Axel-Cyrille Ngonga Ngomo,2747,male,Paderborn University Germany,12,231,19.25,16,4.75
Daniel Gerber,2748,male,,9,22,2.44,36,5.14
Daniel P. Miranker,2749,male,University of Texas at Austin USA,36,113,3.14,18,3.54
Liang Zhang,2750,,,29,511,17.62,33,4.27
Jie Yang,2751,,Yahoo! Labs,13,7,0.54,0,5.71
Gang Wang,2752,,Virginia Tech Blacksburg Department of Computer Science VA USA,8,53,6.62,34,5.77
Xiaohan Zhao,2753,,,10,21,2.1,43,5.52
Yibo Zhu,2754,,,9,52,5.78,28,6.52
Manish Mohanlal,2755,male,,8,5,0.62,0,6.6
Sibel Adali,2756,female,,25,77,3.08,49,3.47
Malik Magdon-Ismail,2757,male,,22,190,8.64,15,3.41
Suratna Budalakoti,2758,,,13,10,0.77,50,3.8
Ron Bekkerman,2759,male,,18,18,1.0,67,2.89
Chi Wang,2760,,Microsoft Research,11,59,5.36,32,5.47
Tao Cheng,2761,,,24,45,1.88,36,3.91
Prithviraj Sen,2762,,,13,31,2.38,45,5.13
Mohammed Korayem,2763,male,,9,39,4.33,28,4.67
Anna Shtok,2764,female,,10,21,2.1,24,4.05
Gideon Dror,2765,male,,21,58,2.76,28,4.34
Liangjie Hong,2766,male,USA,10,40,4,35,3.4
Siva Gurumurthy,2767,male,,13,9,0.69,22,5.22
Daniel Deutch,2768,male,Israel,12,72,6.0,57,3.19
Ohad Greenshpan,2769,male,IBM Research,12,16,1.33,12,5.38
Boris Kostenko,2770,male,,12,3,0.25,33,3.0
Tova Milo,2771,female,Tel Aviv University Israel,28,240,8.57,14,3.84
Aditya Pal,2772,male,,10,26,2.6,57,3.73
Vibhor Rastogi,2773,,,13,27,2.08,33,3.96
Philip Bohannon,2774,male,,24,52,2.17,40,5.23
Michael Backes,2775,male,CISPA Helmholtz Center i.G. Saarbrücken Germany,17,297,17.47,77,3.74
Georg Gottlob,2776,male,University of Oxford Department of Computer Science,36,419,11.64,45,3.25
Giovanni Grasso,2777,male,Wrapidity,10,37,3.7,16,5.46
Xiaonan Guo,2778,,,8,25,3.12,40,5.24
Giorgio Orsi,2779,male,Meltwater UK,12,56,4.67,12,4.36
Christian Schallhart,2780,male,Oxford University Department of Computer Science,15,64,4.27,2,4.58
Aris Anagnostopoulos,2781,male,,18,53,2.94,83,4.17
Stefano Leonardi,2782,male,Sapienza University of Rome Italy,26,173,6.65,14,3.88
Shu Tao,2783,,,20,46,2.3,22,4.83
David Lo,2784,male,Singapore Management University School of Information Systems Singapore,13,335,25.77,10,4.21
Xifeng Yan,2785,,University of California Santa Barbara USA,17,171,10.06,10,4.7
Scott Sanner,2786,male,Australian National University Acton USA,19,103,5.42,18,4.09
Khoi-Nguyen Tran,2787,,,10,20,2.0,60,3.85
Peter Christen,2788,male,The Australian National University,21,156,7.43,26,3.44
Lexing Xie,2789,,,18,134,7.44,18,4.58
Ke Zhai,2790,,Microsoft AI & Research Sunnyvale CA USA,8,11,1.38,82,3.09
Jordan L. Boyd-Graber,2791,male,,13,103,7.92,13,3.68
Nima Asadi,2792,male,University of Maryland College Park MD USA,9,16,1.78,81,2.75
Carlos Guestrin,2793,male,University of Washington Seattle WA USA,21,163,7.76,13,3.73
James Cook,2794,male,,32,13,0.41,69,3.62
Atish Das Sarma,2795,,,15,69,4.6,61,3.78
Alex Fabrikant,2796,male,,17,19,1.12,53,3.26
Dhruv Kumar Mahajan,2797,,,15,35,2.33,60,4.77
Sundararajan Sellamanickam,2798,,,8,28,3.5,21,3.89
Shuai Ma,2799,male,China,16,105,6.56,35,4.79
Yang Cao,2800,,,20,210,10.5,42,4.11
Tianyu Wo,2801,,,15,76,5.07,5,4.72
Fuyuki Ishikawa,2802,,,15,92,6.13,32,3.34
Shinichi Honiden,2803,male,,34,242,7.12,5,3.47
Rajiv Ranjan,2804,male,,15,253,16.87,16,5.17
Petros Venetis,2805,male,,10,9,0.9,56,8.0
Neoklis Polyzotis,2806,,University of California Santa Cruz USA,17,109,6.41,12,4.11
Nitesh V. Chawla,2807,,University of Notre Dame USA,21,227,10.81,11,3.95
B. Aditya Prakash,2808,,Carnegie Mellon University Pittsburgh USA,12,75,6.25,19,4.43
Alex Beutel,2809,male,,9,53,5.89,28,5.19
Matthias Heinrich,2810,male,SAP Research Dresden Germany,12,18,1.5,72,4.11
Thomas Springer,2811,male,TU Dresden Computer Networks Group Germany,21,74,3.52,16,3.95
Sian E. Lindley,2812,female,,15,55,3.67,45,4.75
Abigail Sellen,2813,female,Microsoft Research,31,131,4.23,11,4.8
Sofiane Abbar,2814,male,,11,40,3.64,40,4.78
Piotr Indyk,2815,male,Massachusetts Institute of Technology Cambridge MA USA,25,230,9.2,34,3.08
Rahul Agrawal,2816,male,,21,17,0.81,24,4.24
Yashoteja Prabhu,2817,,,6,5,0.83,60,4.2
Shravan M. Narayanamurthy,2818,,Microsoft Research Bangalore,12,10,0.83,20,8.0
Jitendra Ajmera,2819,,,17,31,1.82,57,3.81
Hyung-Il Ahn,2820,,,7,4,0.57,25,4.5
Meena Nagarajan,2821,female,Thomas J. Watson Research Center Yorktown Heights USA,13,28,2.15,39,6.68
Ashish Verma,2822,male,,22,62,2.82,18,4.0
Matthew Denesuk,2823,male,,6,2,0.33,0,7.0
Robin Sommer,2824,male,International Computer Science Institute (ICSI),17,50,2.94,20,3.68
Ashton Anderson,2825,,,9,23,2.56,52,3.87
Wanhong Xu,2826,,,16,11,0.69,55,4.09
Bin Bi,2827,,,11,14,1.27,64,4.36
Milad Shokouhi,2828,male,,14,65,4.64,34,3.92
Michal Kosinski,2829,male,,8,29,3.62,7,6.03
Christopher J. Riederer,2830,male,,8,13,1.62,46,4.23
Ying Chen,2831,,,23,515,22.39,38,4.31
Avinatan Hassidim,2832,,,14,114,8.14,19,4.01
Marco Cornolti,2833,male,,10,7,0.7,56,6.71
Disheng Qiu,2834,,,7,12,1.71,33,4.58
Tadayoshi Kohno,2835,male,University of Washington Seattle Washington USA,19,139,7.32,12,4.17
Dan Jurafsky,2836,male,Stanford University USA,31,213,6.87,9,3.8
Christopher Potts,2837,male,,13,57,4.38,5,3.67
Kushal S. Dave,2838,,,10,10,1.0,80,2.5
Rainer Gemulla,2839,male,University of Mannheim Germany,16,55,3.44,25,3.42
Xin Luna Dong,2840,female,Amazon USA,16,105,6.56,47,4.1
Avihai Mejer,2841,male,,9,10,1.11,40,3.7
Ed H. Chi,2842,male,Google Mountain View California,24,144,6.0,30,4.17
Christina Teflioudi,2843,female,Max Planck Institute for Informatics Saarbücken Germany,7,7,1.0,56,3.14
Amir Herzberg,2844,male,,34,173,5.09,44,2.8
Oana Goga,2845,female,,8,15,1.88,47,5.0
Sujatha Das Gollapalli,2846,,,14,25,1.79,60,3.76
Cornelia Caragea,2847,female,University of North Texas Denton USA,14,93,6.64,28,4.71
Roberto Gonzalez,2848,male,,44,28,0.64,43,5.18
Ruben Cuevas,2849,male,,14,76,5.43,24,4.86
Stephen Robertson,2850,male,Microsoft Research,45,164,3.64,41,2.99
Pankaj Gupta,2851,male,,33,83,2.52,60,3.64
Jimmy J. Lin,2852,male,University of Waterloo David R. Cheriton School of Computer Science,20,299,14.95,26,3.57
Dong Wang,2853,,,23,510,22.17,34,4.77
Ido Guy,2854,male,eBay Research Netanya Israel,13,85,6.54,48,4.34
Sigalit Ur,2855,female,,24,9,0.38,0,5.56
Michal Jacovi,2856,male,,26,33,1.27,12,5.42
Inbal Ronen,2857,female,IBM Research Haifa Israel,13,34,2.62,9,5.06
Aniko Hannak,2858,,,7,14,2.0,43,4.86
Arash Molavi Kakhki,2859,male,,10,12,1.2,67,5.25
David Lazer,2860,male,,18,55,3.06,16,4.15
Cho-Jui Hsieh,2861,,,11,122,11.09,16,4.39
Mitul Tiwari,2862,,,19,20,1.05,5,5.05
Sam Shah,2863,male,,12,18,1.5,11,4.33
Giuseppe Ottaviano,2864,male,,9,22,2.44,23,3.36
Jian Cao,2865,,,18,296,16.44,25,4.2
Guandong Xu,2866,,,15,194,12.93,11,4.68
Longbing Cao,2867,,University of Technology Sydney Australia,16,317,19.81,28,4.03
Xia Hu,2868,male,Texas A&M University College Station Texas USA,10,123,12.3,16,4.26
Jiliang Tang,2869,,Arizona State University Tempe Arizona USA,8,158,19.75,20,4.37
Huiji Gao,2870,,,11,35,3.18,37,4.03
Huan Liu,2871,,Arizona State University School of Computing Informatics and Decision Systems Engineering Tempe AZ USA,24,378,15.75,7,3.63
Harsha V. Madhyastha,2872,,University of Michigan Ann Arbor USA,16,74,4.62,16,4.86
Michalis Faloutsos,2873,male,University of California Riverside USA,24,182,7.58,14,3.8
Emmanuel Cecchet,2874,male,,20,44,2.2,45,3.64
Brian Neil Levine,2875,male,University of Massachusetts Amherst USA,23,93,4.04,14,3.47
Marc Sloan,2876,male,,7,17,2.43,35,3.47
Krishna Yeswanth Kamath,2877,,,9,20,2.22,50,3.45
Zhiyuan Cheng,2878,,,10,23,2.3,30,4.17
Tiffany Hyun-Jin Kim,2879,female,,9,32,3.56,44,5.91
Younghoon Kim,2880,male,,14,59,4.21,49,3.73
Yoonjae Park,2881,,,6,6,1.0,50,3.17
Kyuseok Shim,2882,male,Seoul National University South Korea,27,112,4.15,8,3.15
Darja Krushevskaja,2883,female,,11,9,0.82,33,3.89
Umit V. Catalyurek,2884,,,24,226,9.42,13,5.42
Julia Preusse,2885,female,University of Koblenz and Landau Germany,7,6,0.86,67,3.17
Drew Margolin,2886,male,,6,16,2.67,19,3.75
Brian Keegan,2887,male,,12,60,5.0,33,4.62
Catherine C. Marshall,2888,female,Texas A&M University College Station Texas USA,32,96,3.0,52,3.26
Chen-Nee Chuah,2889,,,19,166,8.74,3,4.35
Xin Liu,2890,,,24,631,26.29,40,4.51
Yefeng Liu,2891,,,9,16,1.78,56,4.06
Tatsuo Nakajima,2892,male,,31,286,9.23,22,3.37
Kunwoo Park,2893,,,13,26,2.0,54,5.38
Juyong Park,2894,,,12,27,2.25,11,3.89
Tiancheng Lou,2895,,,11,24,2.18,21,4.25
Richard T. B. Ma,2896,male,,16,89,5.56,35,3.45
John C. S. Lui,2897,male,Chinese University of Hong Kong Department of Computer Science and Engineering Hong Kong,29,362,12.48,5,3.64
Vishal Misra,2898,,Columbia University New York City USA,24,104,4.33,7,3.82
Federico Maggi,2899,male,Politecnico di Milano Milan Italy,12,63,5.25,25,4.51
Stefano Zanero,2900,male,Polytechnic University of Milan Italy,16,76,4.75,12,4.09
Gianluca Stringhini,2901,male,,9,92,10.22,14,5.39
Anirban Majumder,2902,,,13,19,1.46,37,3.84
Nisheeth Shrivastava,2903,,,15,28,1.87,25,3.86
Samaneh Moghaddam,2904,,Simon Fraser University Canada,10,12,1.2,92,2.25
Chloe Kliman-Silver,2905,female,,6,4,0.67,25,4.0
Yashar Moshfeghi,2906,male,,10,37,3.7,51,3.95
Joemon M. Jose,2907,,University of Glasgow UK,22,276,12.55,3,3.68
Shibnath Mukherjee,2908,,,14,8,0.57,50,3.75
Srivatsan Laxman,2909,,,14,33,2.36,24,3.88
Vidhya Navalpakkam,2910,,,17,21,1.24,43,3.81
Sujith Ravi,2911,,,12,45,3.75,51,3.84
Nishanth Sastry,2912,,King's College London UK,17,76,4.47,22,4.84
Nick Nikiforakis,2913,male,,9,64,7.11,20,4.73
Frank Piessens,2914,male,Catholic University of Leuven Belgium,26,222,8.54,5,4.1
Wouter Joosen,2915,male,Catholic University of Leuven Belgium,31,450,14.52,2,4.29
Ulrich Paquet,2916,male,,16,35,2.19,31,3.31
Noam Koenigstein,2917,male,,11,37,3.36,38,3.38
Juan Liu,2918,male,,22,217,9.86,26,4.24
Guo-Jun Qi,2919,,,13,140,10.77,26,4.71
Yan Qu,2920,male,,23,53,2.3,53,3.98
Daniele Quercia,2921,female,,14,121,8.64,35,4.0
Joao Paulo Pesce,2922,,,7,5,0.71,0,5.8
Yiye Ruan,2923,,,8,11,1.38,27,3.82
David Fuhry,2924,male,,11,17,1.55,12,4.41
Srinivasan Parthasarathy,2925,,Ohio State University,33,237,7.18,12,3.82
Paul Shabajee,2926,male,,21,12,0.57,42,2.67
Grant Schoenebeck,2927,male,University of Michigan USA,15,67,4.47,25,3.12
Amit Sharma,2928,male,,19,65,3.42,49,3.58
Dan Cosley,2929,male,Cornell University Ithaca NY USA,21,105,5.0,16,4.29
Saeedeh Shekarpour,2930,,Wright State University Dayton OH USA,11,39,3.55,46,4.72
Yaron Singer,2931,male,,12,64,5.33,14,2.84
Andreas Krause,2932,male,ETH Zurich Switzerland,16,252,15.75,13,3.83
Sebastien Lahaie,2933,male,,15,46,3.07,33,3.37
Dustin Hillard,2934,male,,16,27,1.69,37,4.78
Xin Fu,2935,,,15,139,9.27,28,4.06
Caroline Suen,2936,female,,7,6,0.86,33,4.83
Chantat Eksombatchai,2937,,,6,3,0.5,67,7.0
Rok Sosic,2938,male,,29,32,1.1,38,3.53
Dan Pelleg,2939,male,,21,37,1.76,35,4.38
Bilyana Taneva,2940,female,,9,10,1.11,50,3.8
Claudia Hauff,2941,female,Delft University of Technology Netherlands,14,123,8.79,24,4.09
Ujwal Gadiraju,2942,,,6,53,8.83,42,4.28
Bart Thomee,2943,male,Leiden Institute of Advanced Computer Science Netherlands,15,43,2.87,49,4.56
Adam Rae,2944,male,,11,17,1.55,35,5.0
Johan Ugander,2945,male,,8,32,4.0,25,3.0
Pedro Olmo Stancioli Vaz de Melo,2946,male,Federal University of Minas Gerais Computer Science Department (DCC) Brazil,12,71,5.92,18,4.18
Renato Assuncao,2947,male,Federal University of Minas Gerais Belo Horizonte Brazil,18,44,2.44,14,3.48
Antonio Alfredo Ferreira Loureiro,2948,male,Federal University of Minas Gerais Belo Horizonte MG Brazil,26,378,14.54,2,4.48
Fernanda B. Viegas,2949,female,IBM Research,20,48,2.4,48,5.06
Martin Wattenberg,2950,male,IBM Research,24,61,2.54,23,4.92
Beidou Wang,2951,,,6,11,1.83,45,6.55
Wei Vivian Zhang,2952,,,13,9,0.69,33,5.33
Ming-Wei Chang,2953,,,17,70,4.12,31,3.94
Xiaodong He,2954,,Microsoft Corporation Redmond WA USA,16,132,8.25,15,5.19
Jian Wang,2955,,,32,834,26.06,30,4.4
Christian Posse,2956,male,,19,23,1.21,13,5.43
Anmol Bhasin,2957,,,14,14,1.0,0,4.57
Ahmed Hassan Awadallah,2958,male,Microsoft Research,13,67,5.15,31,4.36
Xiaodong He,2959,,,20,53,2.65,23,4.4
Tao Xie,2960,,University of Illinois at Urbana-Champaign Department of Computer Science IL USA,21,204,9.71,22,4.28
Diyi Yang,2961,,,7,33,4.71,52,4.36
Xiaohui Yan,2962,,,12,28,2.33,43,4.11
Yanyan Lan,2963,female,China,11,98,8.91,5,5.32
Ting Yao,2964,,,10,82,8.2,33,4.45
Yuan Liu,2965,,,46,264,5.74,40,4.36
Yuan Yao,2966,male,Nanjing University State Key Laboratory for Novel Software Technology China,10,40,4,47,4.9
Feng Xu,2967,,Nanjing University State Key Laboratory for Novel Software Technology China,13,41,3.15,2,4.63
Jian Lu,2968,,Nanjing University Department of Computer Science and Technology / State Key Laboratory for Novel Software Technology China,24,252,10.5,3,4.71
Hong Cheng,2969,,,22,274,12.45,19,4.34
Minghua Chen,2970,,,31,199,6.42,17,3.97
Xi Zhang,2971,female,China,29,403,13.9,38,3.94
Jian Cheng,2972,,Chinese Academy of Sciences Institute of Automation National Laboratory of Pattern Recognition Beijing China,16,155,9.69,15,5.56
Ting Yuan,2973,,,12,44,3.67,56,4.86
Biao Niu,2974,,,8,10,1.25,50,4.6
Hanqing Lu,2975,,,24,473,19.71,1,4.5
Yongfeng Zhang,2976,,,10,65,6.5,38,4.92
Shi Feng,2977,,,15,97,6.47,27,4.71
Yongzheng Zhang,2978,,,10,10,1.0,50,3.6
Marco Pennacchiotti,2979,male,,15,54,3.6,20,3.19
Yuchen Zhao,2980,,,9,35,3.89,46,3.54
Zhe Zhao,2981,,,21,48,2.29,35,4.62
Ke Zhou,2982,,,11,68,6.18,21,5.16
Ronan Cummins,2983,male,,14,44,3.14,80,2.34
Mounia Lalmas,2984,female,Yahoo! Labs London UK,26,249,9.58,17,3.39
Zhe Wu,2985,,,34,66,1.94,41,4.41
Jay Banerjee,2986,male,,33,20,0.61,30,4.6
Qi Lu,2987,,,31,58,1.87,50,4.45
Samuel Ieong,2988,male,,18,27,1.5,44,3.52
Eemil Lagerspetz,2989,male,,13,35,2.69,23,5.37
Petteri Nurmi,2990,male,University of Helsinki,15,78,5.2,24,4.82
Sasu Tarkoma,2991,,University of Helsinki Finland,18,192,10.67,16,4.29
Chong Wang,2992,,,15,122,8.13,53,3.95
Michael Mitzenmacher,2993,male,,25,312,12.48,27,3.02
Rasmus Pagh,2994,male,IT University of Copenhagen Denmark,20,148,7.4,32,2.67
Ninh Pham,2995,,,8,12,1.5,57,2.42
Peter B. Golbus,2996,male,,10,9,0.9,56,4.22
Imed Zitouni,2997,male,Microsoft AI & Research Sunnyvale CA USA,22,83,3.77,34,3.98
Jinyoung Kim,2998,female,,23,57,2.48,40,5.54
Matteo Venanzi,2999,male,,8,27,3.38,33,4.56
Gabriella Kazai,3000,female,Queen Mary University of London UK,18,108,6.0,42,5.14
Pushmeet Kohli,3001,,,16,249,15.56,9,4.92
Hongwei Li,3002,,,22,203,9.23,35,4.17
Liyue Fan,3003,female,University of Albany,7,30,4.29,47,3.17
Luca Bonomi,3004,male,,7,18,2.57,72,2.67
Vaidy S. Sunderam,3005,,Emory University,31,215,6.94,16,3.04
Gabriele Tolomei,3006,female,,13,26,2.0,19,4.19
Salvatore Orlando,3007,male,Ca' Foscari Università Venezia Italy,34,154,4.53,20,4.34
Amin Mantrach,3008,male,,11,27,2.45,22,4.44
Alejandro Jaimes,3009,male,,20,114,5.7,35,4.28
Marco Saerens,3010,male,,29,73,2.52,21,3.6
Arnau Prat-Perez,3011,,,11,26,2.36,35,5.27
David Dominguez-Sal,3012,male,,14,35,2.5,28,3.94
Josep-Lluis Larriba-Pey,3013,male,Polytechnic University of Catalonia Barcelona Spain,26,108,4.15,10,4.13
Takuya Akiba,3014,male,,7,37,5.29,59,3.97
Yoichi Iwata,3015,male,,8,30,3.75,50,2.87
Yuichi Yoshida,3016,male,National Institute of Informatics NII Japan,24,155,6.46,21,2.65
Jaegul Choo,3017,,,12,70,5.83,28,5.43
Jisun An,3018,female,,10,64,6.4,52,4.11
Ke Zhang,3019,,,24,262,10.92,44,4.1
Konstantinos Pelechrinis,3020,male,,11,84,7.64,37,4.02
Dean Eckles,3021,male,,12,24,2.0,21,3.29
Michael S. Bernstein,3022,male,,13,129,9.92,20,6.25
Dimitrios Lymberopoulos,3023,male,,14,41,2.93,39,4.02
Changtao Zhong,3024,,,6,11,1.83,91,4.0
Sunil Shah,3025,male,,6,4,0.67,0,5.5
Loc Do,3026,male,,7,7,1.0,43,4.43
Hady Wirawan Lauw,3027,male,Singapore Management University,15,64,4.27,16,3.05
Yu Rong,3028,,,8,25,3.12,44,3.92
Ruben Sipos,3029,male,,10,10,1.0,80,3.8
Thorsten Joachims,3030,male,Cornell University Ithaca USA,22,175,7.95,23,3.18
Alessandro Epasto,3031,male,Google New York USA,9,21,2.33,52,4
Nikou Gunnemann,3032,,,6,9,1.5,67,2.78
Stephan Gunnemann,3033,male,Technical University of Munich Germany,10,106,10.6,27,3.99
Fuzheng Zhang,3034,,,6,43,7.17,23,5.56
Nicholas Jing Yuan,3035,male,,6,50,8.33,12,5.68
Defu Lian,3036,,,8,46,5.75,37,5.13
Johannes Hoffart,3037,male,Max Planck Institute for Informatics Saarbücken Germany,10,32,3.2,41,4.28
Roman Prokofyev,3038,male,,7,10,1.43,60,5.2
Manish Raghavan,3039,male,,5,16,3.2,25,3.25
Saeideh Bakhshi,3040,,,8,17,2.12,59,3.47
Eric Gilbert,3041,male,,15,64,4.27,28,3.92
Marcin Wylot,3042,male,,8,18,2.25,56,3.94
Paul T. Groth,3043,male,Elsevier Labs,19,141,7.42,27,5.45
Dario Colazzo,3044,male,University of Paris-Sud Laboratory for Computer Science (LRI) France,20,70,3.5,39,3.59
Francois Goasdoue,3045,,,20,65,3.25,35,3.95
Alexandra Roatis,3046,female,,9,12,1.33,17,3.5
Snigdha Chaturvedi,3047,,,9,22,2.44,64,4.36
Vittorio Castelli,3048,male,IBM Thomas J. Watson Research Center Yorktown Heights USA,24,62,2.58,28,3.66
Radu Florian,3049,male,,21,61,2.9,23,3.61
Ramesh Nallapati,3050,male,,17,33,1.94,61,3.82
Kevin Murphy,3051,male,Google Inc. Mountain View CA USA,24,136,5.67,10,4.68
Shaohua Sun,3052,,,11,10,0.91,10,6.7
Rahul Gupta,3053,male,,18,100,5.56,46,4.11
Dekang Lin,3054,,,30,79,2.63,47,2.66
Tianyi Lin,3055,,,5,23,4.6,56,3.83
Wentao Tian,3056,,,6,4,0.67,0,4.5
Haoyu Wang,3057,,,13,86,6.62,41,4.56
Yao Guo,3058,,Peking University School of EECS Key Laboratory of High-Confidence Software Technologies (MOE) Beijing China,21,90,4.29,18,4.24
Xiangqun Chen,3059,,,15,70,4.67,1,3.97
Hailong Sun,3060,male,Beihang University School of Computer Science and Engineering China,15,112,7.47,14,4.52
Xudong Liu,3061,,,12,110,9.17,17,4.23
Paul Barford,3062,male,University of Wisconsin-Madison Madison USA,21,121,5.76,17,3.63
Alex Deng,3063,male,,7,14,2.0,71,3.5
Gali Noti,3064,female,,5,9,1.8,33,4.0
Noam Nisan,3065,male,Hebrew University of Jerusalem Israel,31,228,7.35,28,2.85
Denzil Correa,3066,male,,10,20,2.0,60,3.4
Jiwei Li,3067,,,13,94,7.23,62,4.19
Bruno Ribeiro,3068,male,Purdue University West Lafayette IN USA,18,74,4.11,24,4.03
Charles A. Sutton,3069,male,University of Edinburgh School of Informatics,16,93,5.81,19,3.43
Tien T. Nguyen,3070,male,University of Minnesota Department of Computer Science and Engineering GroupLens Research Lab Twin Cities USA,7,12,1.71,50,4.42
Pik-Mai Hui,3071,,,6,8,1.33,12,11.25
F. Maxwell Harper,3072,,,14,39,2.79,31,4.03
Loren G. Terveen,3073,male,University of Minnesota Minneapolis MN USA,29,148,5.1,22,3.93
Joseph A. Konstan,3074,male,University of Minnesota USA,28,156,5.57,17,4.03
Mohammad Reza Khani,3075,male,,8,18,2.25,22,3.28
Claudia Wagner,3076,female,GESIS - Leibniz Institute for Social Sciences,11,62,5.64,39,3.89
Philipp Singer,3077,male,GESIS - Leibniz Institute for the Social Sciences Cologne Germany,8,54,6.75,31,4.57
Bernardo A. Huberman,3078,male,Hewlett Packard Enterprise Labs Palo Alto CA USA,32,145,4.53,22,2.93
Xiangnan He,3079,,National University of Singapore School of Computing Singapore,9,92,10.22,21,5.36
Min-Yen Kan,3080,,National University of Singapore (NUS),21,170,8.1,11,3.62
